,Ngày,Thay đổi (+/-%),Số lệnh mua,Khối lượng đặt mua,KLTB 1 lệnh mua,Số lệnh đặt bán,Khối lượng đặt bán,KLTB 1 lệnh bán,Chênh lệch KL đặt mua - đặt bán
18,08/06/2012,20.8 (1.46 %),209,373300,1786,330,454200,1376,-80900
19,07/06/2012,20.5 (6.77 %),185,413600,2236,181,282100,1559,131500
20,06/06/2012,19.6 (2.08 %),113,189100,1673,144,231300,1606,-42200
1,05/06/2012,19.1 (2.69 %),160,250500,1566,141,209400,1485,41100
2,04/06/2012,18.4 (-5.64 %),222,303700,1368,110,259500,2359,44200
3,01/06/2012,19.6 (1.03 %),150,184400,1229,80,135500,1694,48900
4,31/05/2012,19.4 (-4.90 %),188,274900,1462,125,294500,2356,-19600
5,30/05/2012,20.3 (-0.49 %),128,183500,1434,162,227000,1401,-43500
6,29/05/2012,20.3 (1.50 %),159,321200,2020,188,320600,1705,600
7,28/05/2012,19.8 (-1.49 %),176,208800,1186,138,230800,1672,-22000
8,25/05/2012,20.1 (6.91 %),150,246800,1645,82,130200,1588,116600
9,24/05/2012,19.2 (-0.52 %),209,325400,1557,149,317000,2128,8400
10,23/05/2012,19.3 (-6.76 %),221,299000,1353,166,430100,2591,-131100
11,22/05/2012,20.8 (-0.95 %),144,245400,1704,174,364900,2097,-119500
12,21/05/2012,21 (6.60 %),193,226800,1175,110,168600,1533,58200
13,18/05/2012,19.5 (-5.34 %),217,348200,1605,140,307600,2197,40600
14,17/05/2012,20.6 (-3.74 %),195,283600,1454,136,284500,2092,-900
15,16/05/2012,21.6 (3.35 %),309,483300,1564,142,286100,2015,197200
16,15/05/2012,20.8 (-3.26 %),257,413300,1608,146,337700,2313,75600
17,14/05/2012,21.5 (-6.93 %),326,470000,1442,186,532900,2865,-62900
18,11/05/2012,23.2 (-4.92 %),309,509800,1650,210,637500,3036,-127700
19,10/05/2012,24.2 (-2.81 %),228,554300,2431,239,704100,2946,-149800
20,09/05/2012,24.7 (-1.20 %),246,570100,2317,202,561300,2779,8800
1,08/05/2012,24.7 (-1.98 %),269,654800,2434,304,761400,2505,-106600
2,07/05/2012,25.3 (4.98 %),209,458200,2192,194,445900,2298,12300
3,04/05/2012,24 (0.84 %),175,329500,1883,259,439400,1697,-109900
4,03/05/2012,23.8 (-0.42 %),238,459300,1930,290,593200,2046,-133900
5,02/05/2012,23.9 (6.70 %),472,1496300,3170,296,1444400,4880,51900
6,27/04/2012,22.4 (6.67 %),212,671800,3169,134,227500,1698,444300
7,26/04/2012,21 (-2.78 %),135,227700,1687,154,264000,1714,-36300
8,25/04/2012,21.6 (3.35 %),218,422300,1937,245,442700,1807,-20400
9,24/04/2012,21 (1.94 %),155,208600,1346,116,176900,1525,31700
10,23/04/2012,20.6 (0.00 %),112,129100,1153,86,110800,1288,18300
11,20/04/2012,20.7 (0.98 %),168,187300,1115,91,146100,1605,41200
12,19/04/2012,20.3 (-5.58 %),245,365200,1491,186,379800,2042,-14600
13,18/04/2012,21.5 (-1.38 %),240,374700,1561,209,491600,2352,-116900
14,17/04/2012,21.6 (-0.92 %),248,479200,1932,225,572400,2544,-93200
15,16/04/2012,21.8 (3.32 %),227,395900,1744,232,426100,1837,-30200
16,13/04/2012,21.2 (-1.40 %),219,414400,1892,188,496700,2642,-82300
17,12/04/2012,21.4 (-0.93 %),159,360300,2266,239,511600,2141,-151300
18,11/04/2012,21.6 (4.35 %),192,446900,2328,191,450500,2359,-3600
19,10/04/2012,20.9 (-2.79 %),236,413000,1750,183,516700,2823,-103700
20,09/04/2012,21.3 (3.40 %),212,505500,2384,183,453200,2477,52300
1,06/04/2012,20.5 (-1.91 %),180,385300,2141,224,414300,1850,-29000
2,05/04/2012,20.9 (4.50 %),186,314300,1690,162,307500,1898,6800
3,04/04/2012,20 (-2.91 %),219,436400,1993,159,368400,2317,68000
4,03/04/2012,20.6 (6.74 %),173,428300,2476,120,134000,1117,294300
5,30/03/2012,20 (2.04 %),228,487000,2136,130,268500,2065,218500
6,29/03/2012,19.6 (-6.67 %),254,556300,2190,151,637600,4223,-81300
7,28/03/2012,21.2 (0.00 %),337,729400,2164,233,632000,2712,97400
8,27/03/2012,21.2 (-6.61 %),266,551000,2071,283,801100,2831,-250100
9,26/03/2012,22.7 (6.57 %),195,481700,2470,171,400000,2339,81700
10,23/03/2012,21.4 (7.00 %),203,802700,3954,153,473300,3093,329400
11,22/03/2012,20.3 (6.84 %),265,856900,3234,284,672400,2368,184500
12,21/03/2012,19.3 (6.63 %),203,1058800,5216,293,826800,2822,232000
13,20/03/2012,18 (0.00 %),168,427000,2542,199,510400,2565,-83400
14,19/03/2012,18.1 (-0.55 %),131,214800,1640,196,259600,1324,-44800
15,16/03/2012,18 (2.86 %),198,624100,3152,276,662100,2399,-38000
16,15/03/2012,18.1 (4.02 %),175,502300,2870,248,553300,2231,-51000
17,14/03/2012,17.2 (-2.27 %),130,221700,1705,142,249700,1758,-28000
18,13/03/2012,17.7 (-1.12 %),94,174200,1853,178,277900,1561,-103700
19,12/03/2012,17.9 (6.55 %),278,893400,3214,229,774700,3383,118700
20,09/03/2012,17.3 (1.76 %),218,467900,2146,133,292600,2200,175300
1,08/03/2012,16.6 (-6.74 %),221,499100,2258,208,594700,2859,-95600
2,07/03/2012,18 (-2.70 %),177,334100,1888,193,278500,1443,55600
3,06/03/2012,18.2 (-1.62 %),266,604100,2271,321,715800,2230,-111700
4,05/03/2012,18.5 (6.94 %),159,533800,3357,62,257900,4160,275900
5,02/03/2012,17.6 (6.67 %),188,766800,4079,206,462600,2246,304200
6,01/03/2012,16.5 (0.00 %),176,477500,2713,136,300300,2208,177200
7,29/02/2012,16.6 (0.00 %),181,414800,2292,142,246200,1734,168600
8,28/02/2012,16.4 (-4.09 %),196,425300,2170,208,411000,1976,14300
9,27/02/2012,17.4 (2.96 %),252,699400,2775,270,547000,2026,152400
10,24/02/2012,16.7 (3.09 %),165,512600,3107,285,476800,1673,35800
11,23/02/2012,16.5 (5.10 %),158,636500,4028,269,445500,1656,191000
12,22/02/2012,15.9 (1.92 %),185,353700,1912,231,398600,1726,-44900
13,21/02/2012,15.3 (2.00 %),245,656000,2678,363,718000,1978,-62000
14,20/02/2012,15 (6.38 %),92,521700,5671,123,293500,2386,228200
15,17/02/2012,14.1 (2.92 %),123,205300,1669,127,198900,1566,6400
16,16/02/2012,13.7 (0.74 %),117,199500,1705,88,151700,1724,47800
17,15/02/2012,13.7 (-1.44 %),114,171500,1504,121,159800,1321,11700
18,14/02/2012,13.9 (2.21 %),198,353000,1783,131,257100,1963,95900
19,13/02/2012,13.5 (-3.57 %),136,289500,2129,103,232200,2254,57300
20,10/02/2012,13.9 (-4.14 %),161,435400,2704,186,424300,2281,11100
1,09/02/2012,14.4 (2.13 %),249,585800,2353,286,621200,2172,-35400
2,08/02/2012,14.3 (6.72 %),251,713000,2841,197,533900,2710,179100
3,07/02/2012,13.6 (3.82 %),202,333300,1650,135,273600,2027,59700
4,06/02/2012,13.1 (-3.68 %),195,363000,1862,94,286300,3046,76700
5,03/02/2012,13.5 (-4.26 %),195,279600,1434,171,357600,2091,-78000
6,02/02/2012,14.2 (6.77 %),134,225900,1686,102,132000,1294,93900
7,01/02/2012,13.5 (0.75 %),77,122200,1587,115,126700,1102,-4500
8,31/01/2012,13.2 (3.94 %),120,415300,3461,149,346000,2322,69300
9,30/01/2012,12.8 (0.00 %),59,87700,1486,64,110000,1719,-22300
10,20/01/2012,12.6 (-1.56 %),69,81300,1178,66,91100,1380,-9800
11,19/01/2012,12.8 (4.92 %),84,110800,1319,82,82100,1001,28700
12,18/01/2012,12.3 (1.65 %),67,93200,1391,56,73300,1309,19900
13,17/01/2012,12.1 (-2.42 %),63,74000,1175,81,82100,1014,-8100
14,16/01/2012,12.3 (2.50 %),85,142300,1674,103,160000,1553,-17700
15,13/01/2012,12 (0.84 %),64,133000,2078,74,161000,2176,-28000
16,12/01/2012,11.9 (-2.46 %),64,100300,1567,72,130300,1810,-30000
17,11/01/2012,12 (0.00 %),69,119800,1736,114,182200,1598,-62400
18,10/01/2012,12.2 (6.09 %),99,203400,2055,97,134000,1381,69400
19,09/01/2012,11.6 (1.75 %),71,153000,2155,77,107200,1392,45800
20,06/01/2012,11.4 (-0.87 %),58,74400,1283,56,69900,1248,4500
1,05/01/2012,11.6 (0.00 %),78,84000,1077,76,97500,1283,-13500
2,04/01/2012,11.7 (1.74 %),98,169100,1726,133,144900,1089,24200
3,03/01/2012,11.5 (1.77 %),82,125900,1535,83,100900,1216,25000
4,30/12/2011,11.3 (3.67 %),110,163600,1487,85,94600,1113,69000
5,29/12/2011,10.9 (0.00 %),84,132800,1581,100,86700,867,46100
6,28/12/2011,11.2 (6.67 %),140,224200,1601,80,108500,1356,115700
7,27/12/2011,10.5 (-3.67 %),128,180700,1412,76,119900,1578,60800
8,26/12/2011,10.8 (-2.70 %),81,98400,1215,60,120500,2008,-22100
9,23/12/2011,11.2 (-3.45 %),140,210800,1506,76,172800,2274,38000
10,22/12/2011,11.4 (-4.20 %),170,193000,1135,86,213300,2480,-20300
11,21/12/2011,12 (0.84 %),112,148900,1329,64,97600,1525,51300
12,20/12/2011,11.9 (-4.03 %),123,200200,1628,78,195800,2510,4400
13,19/12/2011,12.3 (-0.81 %),95,126000,1326,70,128300,1833,-2300
14,16/12/2011,12.5 (5.04 %),160,219800,1374,89,139200,1564,80600
15,15/12/2011,12 (-3.23 %),156,340600,2183,113,249000,2204,91600
16,14/12/2011,12.5 (-3.10 %),146,449700,3080,71,218200,3073,231500
17,13/12/2011,12.7 (-3.79 %),130,226700,1744,78,212200,2721,14500
18,12/12/2011,13.2 (-2.22 %),109,142200,1305,93,106300,1143,35900
19,09/12/2011,13.5 (-2.88 %),98,192500,1964,92,140600,1528,51900
20,08/12/2011,13.8 (-1.43 %),87,138200,1589,85,106100,1248,32100
1,07/12/2011,14 (-0.71 %),102,211300,2072,94,180200,1917,31100
2,06/12/2011,13.9 (-1.42 %),102,251400,2465,175,287200,1641,-35800
3,05/12/2011,14.2 (6.77 %),197,504400,2560,83,222900,2686,281500
4,02/12/2011,13.5 (-0.74 %),181,351500,1942,109,212000,1945,139500
5,01/12/2011,13.5 (0.00 %),100,152900,1529,108,170600,1580,-17700
6,30/11/2011,13.4 (-2.19 %),78,120300,1542,82,117100,1428,3200
7,29/11/2011,13.6 (-0.73 %),73,188700,2585,113,181500,1606,7200
8,28/11/2011,13.5 (2.27 %),121,214800,1775,97,198000,2041,16800
9,25/11/2011,13.3 (0.00 %),102,268800,2635,86,152800,1777,116000
10,24/11/2011,13.1 (-2.24 %),117,241900,2068,128,215000,1680,26900
11,23/11/2011,13.4 (3.08 %),178,392700,2206,99,255700,2583,137000
12,22/11/2011,13.1 (0.00 %),118,254800,2159,105,182200,1735,72600
13,21/11/2011,13 (-1.52 %),110,212900,1935,75,153000,2040,59900
14,18/11/2011,13.1 (-4.38 %),144,236400,1642,93,221100,2377,15300
15,17/11/2011,13.5 (-3.57 %),112,168400,1504,86,210400,2447,-42000
16,16/11/2011,14.1 (0.71 %),151,241100,1597,113,199000,1761,42100
17,15/11/2011,13.8 (-1.43 %),128,202600,1583,76,218900,2880,-16300
18,14/11/2011,14 (-4.11 %),116,165000,1422,113,151400,1340,13600
19,11/11/2011,14.4 (-1.37 %),82,103600,1263,106,190500,1797,-86900
20,10/11/2011,14.5 (-4.61 %),127,228500,1799,92,222100,2414,6400
1,09/11/2011,15 (-1.96 %),77,108900,1414,87,177500,2040,-68600
2,08/11/2011,15.5 (1.31 %),120,288500,2404,101,235300,2330,53200
3,07/11/2011,15.2 (-1.94 %),77,196700,2555,94,235000,2500,-38300
4,04/11/2011,15.4 (-0.65 %),100,183700,1837,107,209700,1960,-26000
5,03/11/2011,15.5 (0.65 %),168,231500,1378,120,167400,1395,64100
6,02/11/2011,15.4 (-3.14 %),175,224800,1285,91,171200,1881,53600
7,01/11/2011,15.8 (-5.95 %),146,305800,2095,236,491100,2081,-185300
8,31/10/2011,16.6 (1.84 %),191,283000,1482,268,544600,2032,-261600
9,28/10/2011,16.5 (6.45 %),214,878500,4105,179,348000,1944,530500
10,27/10/2011,15.6 (1.30 %),98,143500,1464,68,103900,1528,39600
11,26/10/2011,15.4 (0.00 %),96,149200,1554,74,114300,1545,34900
12,25/10/2011,15.3 (-1.92 %),94,172900,1839,110,188500,1714,-15600
13,24/10/2011,15.4 (0.00 %),104,139500,1341,138,195600,1417,-56100
14,21/10/2011,15.6 (3.31 %),157,251700,1603,123,181600,1476,70100
15,20/10/2011,15 (-0.66 %),97,210100,2166,68,124000,1824,86100
16,19/10/2011,15.1 (0.67 %),124,482100,3888,86,155300,1806,326800
17,18/10/2011,15 (-1.96 %),105,162600,1549,118,153100,1297,9500
18,17/10/2011,15.3 (-1.92 %),103,146600,1423,94,126400,1345,20200
19,14/10/2011,15.7 (0.64 %),124,210300,1696,94,216300,2301,-6000
20,13/10/2011,15.5 (0.00 %),164,245300,1496,105,166800,1589,78500
1,12/10/2011,15.6 (-4.88 %),301,484600,1610,167,477400,2859,7200
2,11/10/2011,16.3 (0.62 %),118,538900,4567,120,240100,2001,298800
3,10/10/2011,16.2 (-1.82 %),161,345900,2148,121,258600,2137,87300
4,07/10/2011,16.3 (-2.98 %),162,228800,1412,198,349700,1766,-120900
5,06/10/2011,16.8 (2.44 %),167,453300,2714,182,325400,1788,127900
6,05/10/2011,16.3 (0.62 %),177,477400,2697,152,349400,2299,128000
7,04/10/2011,16.4 (1.23 %),237,796300,3360,182,287100,1577,509200
8,03/10/2011,16.1 (-4.73 %),273,869400,3185,216,484100,2241,385300
9,30/09/2011,16.7 (-4.57 %),199,610300,3067,116,204600,1764,405700
10,29/09/2011,17.4 (-6.95 %),282,735300,2607,368,952400,2588,-217100
11,28/09/2011,18.3 (-4.19 %),147,263400,1792,321,555600,1731,-292200
12,27/09/2011,19.1 (6.11 %),699,1655100,2368,500,1611900,3224,43200
13,26/09/2011,18 (6.51 %),252,934800,3710,47,61200,1302,873600
14,23/09/2011,17.7 (6.63 %),684,2057900,3009,404,1198900,2968,859000
15,22/09/2011,16.6 (0.61 %),111,370900,3341,151,248300,1644,122600
16,21/09/2011,16.5 (-0.60 %),107,271300,2536,174,249200,1432,22100
17,20/09/2011,16.4 (-0.61 %),124,236000,1903,165,316900,1921,-80900
18,19/09/2011,16.5 (1.23 %),159,454700,2860,196,306900,1566,147800
19,16/09/2011,16.1 (-1.23 %),176,371800,2113,222,382500,1723,-10700
20,15/09/2011,16.4 (-2.96 %),229,436500,1906,200,444200,2221,-7700
1,14/09/2011,16.5 (-5.17 %),247,374600,1517,278,586500,2110,-211900
2,13/09/2011,17.3 (4.22 %),235,483400,2057,241,500700,2078,-17300
3,12/09/2011,17.7 (4.12 %),282,594500,2108,248,564200,2275,30300
4,09/09/2011,17.1 (-0.58 %),289,470900,1629,275,520800,1894,-49900
5,08/09/2011,16.9 (3.05 %),198,385600,1947,260,429500,1652,-43900
6,07/09/2011,16.5 (6.45 %),256,471600,1842,146,291100,1994,180500
7,06/09/2011,15.4 (-4.94 %),203,369000,1818,197,377600,1917,-8600
8,05/09/2011,16 (-3.61 %),209,392800,1879,184,398800,2167,-6000
9,01/09/2011,16.7 (2.45 %),221,402900,1823,234,356400,1523,46500
10,31/08/2011,16.2 (-2.41 %),297,363300,1223,283,486600,1719,-123300
11,30/08/2011,16.5 (5.10 %),255,677300,2656,240,611100,2546,66200
12,29/08/2011,15.9 (6.71 %),212,632700,2984,249,449200,1804,183500
13,26/08/2011,14.9 (0.00 %),182,317800,1746,152,385300,2535,-67500
14,25/08/2011,15 (0.00 %),243,498800,2053,179,452800,2530,46000
15,24/08/2011,14.8 (-3.27 %),207,295300,1427,177,425900,2406,-130600
16,23/08/2011,15.1 (-2.58 %),173,318300,1840,167,294300,1762,24000
17,22/08/2011,15.6 (6.85 %),284,831000,2926,178,530400,2980,300600
18,19/08/2011,14.4 (-4.00 %),141,201300,1428,193,295200,1530,-93900
19,18/08/2011,14.6 (0.69 %),237,344500,1454,197,456400,2317,-111900
20,17/08/2011,14.7 (6.52 %),166,365400,2201,193,261300,1354,104100
1,16/08/2011,13.8 (1.47 %),110,158300,1439,96,85700,893,72600
2,15/08/2011,13.7 (-1.44 %),106,121800,1149,69,69700,1010,52100
3,12/08/2011,13.9 (2.96 %),102,87500,858,98,85500,872,2000
4,11/08/2011,13.7 (-1.44 %),138,178100,1291,87,102900,1183,75200
5,10/08/2011,13.9 (4.51 %),153,192300,1257,111,88000,793,104300
6,09/08/2011,13.3 (-5.67 %),197,210200,1067,98,208500,2128,1700
7,08/08/2011,14 (-6.04 %),157,201700,1285,106,192100,1812,9600
8,05/08/2011,14.7 (2.80 %),172,254300,1478,234,389600,1665,-135300
9,04/08/2011,14.5 (6.62 %),112,149800,1338,73,61700,845,88100
10,03/08/2011,13.9 (2.21 %),128,204000,1594,53,53600,1011,150400
11,02/08/2011,13.5 (-2.88 %),100,173500,1735,89,121900,1370,51600
12,01/08/2011,13.9 (-1.42 %),96,205500,2141,69,147200,2133,58300
13,29/07/2011,14 (-2.10 %),111,162800,1467,68,116900,1719,45900
14,28/07/2011,14 (-2.10 %),145,179700,1239,71,162700,2292,17000
15,27/07/2011,14.4 (-2.70 %),147,146000,993,65,102400,1575,43600
16,26/07/2011,14.7 (-2.00 %),105,105700,1007,46,112000,2435,-6300
17,25/07/2011,15.1 (-1.95 %),68,66300,975,50,58000,1160,8300
18,22/07/2011,15.4 (-1.28 %),111,105800,953,61,87500,1434,18300
19,21/07/2011,15.5 (-1.27 %),76,71000,934,85,62700,738,8300
20,20/07/2011,15.8 (1.28 %),126,258400,2051,100,142100,1421,116300
1,19/07/2011,15.6 (-1.89 %),125,140800,1126,73,105800,1449,35000
2,18/07/2011,15.9 (-1.24 %),64,83900,1311,60,82200,1370,1700
3,15/07/2011,16 (-0.62 %),93,138500,1489,66,60700,920,77800
4,14/07/2011,16.2 (0.62 %),110,143400,1304,79,92800,1175,50600
5,13/07/2011,16.1 (0.63 %),121,189800,1569,107,161400,1508,28400
6,12/07/2011,16.6 (0.00 %),201,312400,1554,103,200300,1945,112100
7,11/07/2011,16.5 (-4.62 %),97,112000,1155,72,131900,1832,-19900
8,08/07/2011,17.1 (-1.72 %),98,124600,1271,80,147800,1848,-23200
9,07/07/2011,17.3 (-1.70 %),87,111400,1280,82,71200,868,40200
10,06/07/2011,17.3 (-1.70 %),79,165100,2090,111,136400,1229,28700
11,05/07/2011,17.6 (6.67 %),139,212100,1526,71,131300,1849,80800
12,04/07/2011,16.7 (1.21 %),113,160500,1420,66,76200,1155,84300
13,01/07/2011,16.5 (-4.07 %),160,159800,999,89,111200,1249,48600
14,30/06/2011,17.2 (-2.27 %),156,178800,1146,81,166500,2056,12300
15,29/06/2011,17.8 (-2.20 %),153,154100,1007,96,151700,1580,2400
16,28/06/2011,18.2 (-3.19 %),130,156400,1203,114,222600,1953,-66200
17,27/06/2011,18.7 (0.00 %),99,145100,1466,103,171400,1664,-26300
18,24/06/2011,18.6 (-0.53 %),127,120300,947,107,174600,1632,-54300
19,23/06/2011,18.6 (-4.12 %),105,130300,1241,177,219000,1237,-88700
20,22/06/2011,19.2 (4.92 %),185,316700,1712,233,357600,1535,-40900
1,21/06/2011,18.4 (1.66 %),130,117700,905,120,134300,1119,-16600
2,20/06/2011,18.2 (0.00 %),146,248000,1699,197,318300,1616,-70300
3,17/06/2011,18 (-4.76 %),229,362200,1582,204,346500,1699,15700
4,16/06/2011,19 (1.06 %),217,649600,2994,289,520300,1800,129300
5,15/06/2011,18.7 (-6.97 %),146,304500,2086,233,471400,2023,-166900
6,14/06/2011,19 (-5.00 %),207,477700,2308,299,610600,2042,-132900
7,13/06/2011,20.3 (3.05 %),216,436400,2020,229,386400,1687,50000
8,10/06/2011,19.7 (6.49 %),260,876400,3371,212,600400,2832,276000
9,09/06/2011,18.8 (3.30 %),238,402700,1692,269,432100,1606,-29400
10,08/06/2011,18 (-2.17 %),255,452900,1776,293,570100,1946,-117200
11,07/06/2011,18.5 (6.94 %),202,406100,2010,144,293700,2040,112400
12,06/06/2011,17.5 (1.16 %),252,351000,1393,279,410900,1473,-59900
13,03/06/2011,17.4 (6.75 %),307,902200,2939,400,881900,2205,20300
14,02/06/2011,16.3 (6.54 %),115,278200,2419,78,96300,1235,181900
15,01/06/2011,15.5 (6.90 %),264,430300,1630,146,191100,1309,239200
16,31/05/2011,14.7 (-0.68 %),158,377000,2386,229,295600,1291,81400
17,30/05/2011,14.5 (-0.68 %),218,372100,1707,288,414600,1440,-42500
18,27/05/2011,14.6 (6.57 %),231,375600,1626,104,211100,2030,164500
19,26/05/2011,14.1 (4.44 %),352,628800,1786,304,508000,1671,120800
20,25/05/2011,13.5 (-6.90 %),136,205400,1510,148,339800,2296,-134400
1,24/05/2011,14.5 (-6.45 %),167,211700,1268,176,315500,1793,-103800
2,23/05/2011,15.6 (-5.45 %),186,274000,1473,178,309700,1740,-35700
3,20/05/2011,16.6 (-4.60 %),206,242300,1176,172,266000,1547,-23700
4,19/05/2011,17.2 (-2.82 %),182,217800,1197,147,217900,1482,-100
5,18/05/2011,17.8 (-5.32 %),233,368600,1582,256,369200,1442,-600
6,17/05/2011,18.7 (-6.03 %),289,409200,1416,238,472100,1984,-62900
7,16/05/2011,19.7 (-2.48 %),263,319300,1214,205,337700,1647,-18400
8,13/05/2011,20.2 (-0.98 %),231,304400,1318,162,248700,1535,55700
9,12/05/2011,20.4 (-0.97 %),154,205500,1334,119,129000,1084,76500
10,11/05/2011,20.6 (-1.90 %),171,177000,1035,130,166900,1284,10100
11,10/05/2011,21 (2.94 %),226,411100,1819,263,348700,1326,62400
12,09/05/2011,20.8 (-0.48 %),500,749200,1498,247,617100,2498,132100
13,06/05/2011,21.1 (-0.47 %),230,315100,1370,113,189200,1674,125900
14,05/05/2011,21 (-3.67 %),212,284900,1344,137,244000,1781,40900
15,04/05/2011,21.7 (-1.81 %),139,163400,1176,128,201800,1577,-38400
16,29/04/2011,22.2 (0.45 %),142,128300,904,135,107000,793,21300
17,28/04/2011,21.9 (0.46 %),156,253400,1624,192,197000,1026,56400
18,27/04/2011,22 (0.00 %),199,255400,1283,167,188000,1126,67400
19,26/04/2011,21.8 (-3.11 %),130,100500,773,150,147700,985,-47200
20,25/04/2011,22.1 (0.00 %),331,451100,1363,207,423600,2046,27500
1,22/04/2011,22.3 (-3.46 %),241,359400,1491,171,264300,1546,95100
2,21/04/2011,22.9 (-0.87 %),140,181900,1299,164,191500,1168,-9600
3,20/04/2011,22.9 (-1.29 %),119,125100,1051,100,118700,1187,6400
4,19/04/2011,23.2 (-0.85 %),153,182800,1195,120,199100,1659,-16300
5,18/04/2011,23.1 (-4.94 %),198,237700,1201,161,292600,1817,-54900
6,15/04/2011,24.1 (-2.43 %),168,208100,1239,139,224900,1618,-16800
7,14/04/2011,24.5 (-1.61 %),144,167800,1165,121,165700,1369,2100
8,13/04/2011,24.8 (-1.59 %),129,117900,914,127,159900,1259,-42000
9,08/04/2011,25.1 (-1.57 %),186,256500,1379,164,245500,1497,11000
10,07/04/2011,25.4 (-0.78 %),115,205300,1785,222,355400,1601,-150100
11,06/04/2011,25.8 (2.38 %),143,226300,1583,231,251000,1087,-24700
12,05/04/2011,25.5 (2.82 %),234,382000,1632,221,330000,1493,52000
13,04/04/2011,24.7 (-2.37 %),241,260900,1083,150,257400,1716,3500
14,01/04/2011,25.4 (1.20 %),217,347300,1600,152,231700,1524,115600
15,31/03/2011,25.1 (0.80 %),264,288800,1094,160,322200,2014,-33400
16,30/03/2011,25 (-2.72 %),377,475200,1260,195,313100,1606,162100
17,29/03/2011,25.6 (-2.66 %),282,296100,1050,187,287600,1538,8500
18,28/03/2011,26.4 (0.38 %),138,135900,985,140,204700,1462,-68800
19,25/03/2011,26.2 (-1.87 %),190,168200,885,144,176800,1228,-8600
20,24/03/2011,26.8 (1.52 %),223,275800,1237,254,338900,1334,-63100
1,23/03/2011,26.8 (1.13 %),274,320100,1168,178,227000,1275,93100
2,22/03/2011,26.1 (-5.43 %),311,363800,1170,263,381200,1449,-17400
3,21/03/2011,27.2 (1.12 %),229,355300,1552,339,490700,1447,-135400
4,18/03/2011,27.4 (3.40 %),316,466000,1475,312,439600,1409,26400
5,17/03/2011,26.6 (-0.37 %),317,393500,1241,252,400600,1590,-7100
6,16/03/2011,26.9 (2.67 %),293,333600,1139,297,336800,1134,-3200
7,15/03/2011,26.1 (-2.25 %),260,521300,2005,278,502600,1808,18700
8,14/03/2011,26.2 (-6.76 %),397,566300,1426,423,746200,1764,-179900
9,11/03/2011,28.2 (6.82 %),427,775300,1816,274,704800,2572,70500
10,10/03/2011,26.6 (6.83 %),365,817200,2239,319,382700,1200,434500
11,09/03/2011,24.8 (-4.25 %),366,426500,1165,367,426300,1162,200
12,08/03/2011,25.9 (6.58 %),351,543400,1548,281,413900,1473,129500
13,07/03/2011,24.8 (5.98 %),346,536900,1552,211,347100,1645,189800
14,04/03/2011,24 (-1.64 %),456,626700,1374,278,621200,2235,5500
15,03/03/2011,24.3 (-6.90 %),506,840200,1660,181,939000,5188,-98800
16,02/03/2011,25.9 (-6.83 %),271,251000,926,147,430200,2927,-179200
17,01/03/2011,27.6 (-2.82 %),146,134800,923,122,113300,929,21500
18,28/02/2011,28.2 (-0.70 %),132,158000,1197,143,161300,1128,-3300
19,25/02/2011,28.9 (3.21 %),191,202200,1059,141,128800,913,73400
20,24/02/2011,28.3 (-4.07 %),303,359800,1187,238,319600,1343,40200
1,23/02/2011,29.6 (0.68 %),303,511300,1687,189,289400,1531,221900
2,22/02/2011,29.3 (-6.69 %),208,273900,1317,181,373200,2062,-99300
3,21/02/2011,31.3 (-6.85 %),151,221600,1468,200,408000,2040,-186400
4,18/02/2011,33.4 (-1.76 %),201,258100,1284,181,317000,1751,-58900
5,17/02/2011,33.8 (-1.74 %),222,402700,1814,196,290400,1482,112300
6,16/02/2011,34.1 (-0.87 %),126,238100,1890,213,270800,1271,-32700
7,15/02/2011,34.5 (-0.29 %),148,411200,2778,244,368300,1509,42900
8,14/02/2011,34.3 (-0.29 %),178,596100,3349,220,346100,1573,250000
9,11/02/2011,34.7 (2.06 %),196,706300,3604,212,348000,1642,358300
10,10/02/2011,34 (-0.58 %),214,743800,3476,158,208400,1319,535400
11,09/02/2011,34 (-0.87 %),208,234300,1126,188,267900,1425,-33600
12,08/02/2011,34.3 (-1.72 %),126,181200,1438,113,180300,1596,900
13,28/01/2011,35 (2.94 %),131,223100,1703,261,339000,1299,-115900
14,27/01/2011,34.5 (1.77 %),184,257200,1398,120,157700,1314,99500
15,26/01/2011,34 (1.80 %),197,368900,1873,134,134400,1003,234500
16,25/01/2011,33.1 (-5.16 %),358,500000,1397,221,378000,1710,122000
17,24/01/2011,34.7 (-6.97 %),342,478900,1400,266,739000,2778,-260100
18,21/01/2011,36.7 (-3.42 %),212,483500,2281,374,437700,1170,45800
19,20/01/2011,37.9 (1.34 %),229,397400,1735,393,480600,1223,-83200
20,19/01/2011,37.9 (2.99 %),335,856800,2558,466,656800,1409,200000
1,18/01/2011,36 (3.45 %),527,1394100,2645,772,1137400,1473,256700
2,17/01/2011,34.8 (0.87 %),128,316500,2473,302,397800,1317,-81300
3,14/01/2011,34.6 (-1.14 %),210,348800,1661,327,429500,1313,-80700
4,13/01/2011,34.8 (-1.14 %),151,259200,1717,331,416700,1259,-157500
5,12/01/2011,35 (4.79 %),294,663600,2257,562,756200,1346,-92600
6,11/01/2011,33.8 (-1.17 %),174,570000,3276,298,426000,1430,144000
7,10/01/2011,33.9 (2.42 %),340,864300,2542,640,865700,1353,-1400
